node.uuid,node.estimated_first,node.estimated_last
50ac989c-005e-589a-fd91-40df3082cb34,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
6c462f85-9f26-800d-27db-ae266672e6bc,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
de3b29dc-8cbe-ef9c-26c1-22c35fb7a16e,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ae303f09-2da9-b42f-5a21-7f0b0d6a05d0,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
2b595e72-82b4-a129-8d12-0d5216937926,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
bd49e844-d88e-4090-5aad-648b1cece66d,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
72ec7055-f5ed-983a-e7fa-468dd2655cb4,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
a0ab2fb1-cb63-60e8-75dd-ce79eb513a3b,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
12122151-d88f-eab0-115b-bec7edbe8f07,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
b872c791-e3a2-21bf-22b8-b57733095feb,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f48c7edd-b4c6-baeb-6d41-15e0ca2874cf,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
1048ae52-c402-81a4-117d-429bc817e942,29/03/2021 00:21:09.441688064.0,30/03/2021 00:33:18.26437632.0
ceb6ab11-d6df-dab5-6ad0-d59e6e179979,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
a279c590-08f4-7070-94ab-61a313f02a75,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
a357f683-4a8b-1559-fcd5-3c64a0f74fd4,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
9d3621bd-fd85-b8a1-54e3-16b5a285e854,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
e6134840-9088-c42c-7e32-bb6e503517b8,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
bbf98a8f-fd7e-3e49-167c-fcaef4028363,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
6c38db4b-6d33-4f8e-21b9-3e9410d13602,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
d97a047c-f0ad-5c2a-2d94-f80c28726e54,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
b0e71723-21ea-c61c-558e-fbd2fcf84cc3,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
098ae995-ee8d-2cd2-0e63-d90781c7a1cb,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
c73f5b6b-b232-ce28-6860-dbe80c71c2dd,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
6abbb39a-2313-17cc-c22f-155200133c1e,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
a62ee48e-665e-964d-3947-d11a12f2cc65,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
6ad950ad-8ad2-60d3-3534-51803b4d9677,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
e998169c-6277-f145-601b-35eef0ea66e4,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f677d640-9db2-bd0d-57b1-c585acbd8353,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
08479a3c-a7d4-21fe-0cee-5c2d1da6f2f3,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
02df57e8-0669-8673-57a0-d453758101f4,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
4e60eb56-dd45-1f5e-a939-2f665d7d241c,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
08d248f0-c071-2070-d2e7-e38ef5de3549,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
0b936517-cd49-4258-9070-624f2d525bd7,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
5eee6d13-afdb-9e2d-ddca-ea3b7fbe2adf,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
39f3b60f-b5b1-e137-0b7e-99cef3057fff,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
eff72322-0f3a-424a-e2f4-db7b7bef25c1,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
1689bff6-ba63-a01e-6641-41069135b0dc,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
8e1e8f4d-c13e-ee01-fc7c-7b4e8b0694b3,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
735acbff-980c-a1be-002b-152d08b95867,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
55908675-0b78-ef0d-0873-ce405fbea7e8,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
a0b7c4b7-d27e-b84f-75e0-cfe86b4cd9c6,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
7901f6fb-1444-e5c0-b921-84f1e37fa5cd,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
0f212c3c-555c-b3d3-f690-01235ada0df4,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
06c78bb3-2d71-6ab8-0da6-e9dd0043d53a,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
cec29e87-6d71-0873-1410-2effbc2f32d1,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
5078819e-8cd4-e368-31ee-7f7d25cb29b6,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
31f312a6-4b7a-74b7-80c6-cd29346af7af,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f0b5e32f-2ea5-19fa-ce4d-97b9cda477ad,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f72e0b22-d154-80c1-ac01-33c1969fad8d,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
987fdc96-9637-1b49-9000-2925cf3dd307,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
d5dda8b9-a724-9bd1-87ce-aa4523bc681a,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f6cd0512-9fef-62c4-f463-8320b3a86f73,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
10cd10dc-1b41-74a8-8b3e-4b6037414c0d,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
9d432280-02d8-3806-64fe-3972f3a540e8,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
4d7e9e8d-b406-3ac2-be83-441a1dc05110,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
6eab24d5-dbeb-c626-d530-fa9f561431df,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
eee5c235-d27e-365b-2351-a86ce3cf2ca3,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
86c1850a-3c62-2cda-c255-2856f3ae3fce,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
bf06f0ea-3fc4-6f44-bab9-34d01cfe5e58,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
b030070a-d1e9-bd41-bbba-c36a914fd575,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
3d7096d1-c26b-ff78-2461-3331e4f161d7,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
d3798aeb-fab1-4a64-1063-525659b95750,29/03/2021 00:21:09.441688064.0,30/03/2021 00:33:18.26437632.0
31e452f8-2a0e-7baf-26d1-541df138a641,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
82277195-0ed7-2f59-4048-3b0bdc909db7,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
8478a84f-2467-62c2-9b5a-fade432e72d9,29/03/2021 00:21:40.164151808.0,30/03/2021 00:33:18.26437632.0
bdee7f45-ece0-703d-76ff-eb0675d36a58,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f9a59678-78ba-ca0e-11a0-ab4e8737e035,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
56e0f7bc-0b01-e561-3a2e-8ba6cf38b659,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
876cabf5-df39-31d3-de5d-4be4a5e5c502,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
1b88cc2a-2eea-c71e-146a-0404286f01d7,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
7eee2829-de23-3c79-d2aa-3b4aa0fb77fc,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
954d9dbf-f266-0405-e1ee-cc71159683e5,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
d44beef8-942f-ad3a-6c1c-c195c815bf77,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
5ba5e9fe-adbc-5d79-1c24-3619e6ab822b,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f1500684-3de8-7548-aeab-efedb0252519,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
01cf46c0-8b34-6ae7-6fa3-c395a1f2484d,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
aa125a6e-0c8a-517e-561d-460f107c9506,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f225af85-8be7-d36b-32f6-4f978f5aa4d4,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
761db8fd-f475-898e-19ed-35bcdc2129c7,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
78e9e337-0bc3-f28d-ab04-45242dcd27ab,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
24a77cbb-38ab-1b57-1312-c68bbce808fd,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
c838fc73-9c16-8204-7b20-9c6579dc300c,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ab920573-6e4e-fe3e-73bd-21fc4980444c,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
392f7702-a7cc-a3be-c0ff-ef9d7d91b3ab,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
1a3bf782-5192-3df0-54f0-5737d9d9cead,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
4b96c1a4-d8f0-e23a-14b2-9217d88d7e0d,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
1e79612d-b981-3603-883e-eacb22b05441,29/03/2021 00:21:09.441688064.0,30/03/2021 00:33:18.26437632.0
2c0c32fe-25bf-3fff-2847-4aa919885736,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
eaea7587-a90b-ae5a-3a09-fcf13a464e12,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
835d7a68-0719-9859-0ab2-8885c0c140ec,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
12dd37ba-ea9f-8d76-696f-c4b8b0969e61,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
9bdb238c-d15c-939e-39c9-178ce14381c5,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
c425bfbb-55a2-1977-1a52-97f83088c112,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
e9457f97-6152-441a-e7c7-9c6a07e2c560,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
14fdef03-31de-45f0-4290-3a2da7a3e059,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f4e9d595-0853-7ec0-6c5a-3e86679396bf,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
1ba9c185-3e5f-5234-ee99-7190164ef30a,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
4960a582-35e0-ec0d-a27a-ff7c206da2de,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
bd9cd280-a6dd-025d-08d2-078f54b54161,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
195edefd-dc0d-ce22-83e6-2b1f53b7b4e6,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
47328510-a11e-7c92-670e-38a45ae90783,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
01b64522-b134-e276-63b0-baca28590705,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
24b8f7b3-d423-bcf3-e06d-7a4898be309a,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
1a1f98d1-135f-e280-cd75-0021c2ffa7c0,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
765b3a5e-e1c0-26c9-1189-14550c0aece2,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
83dfa189-cc5d-8fa2-0900-2bf29ca8b33a,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
84bebb91-b9c3-9baa-e82f-6109cc716dca,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
02185d11-1eea-624f-ed4e-674f2b1f23ca,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
6aafc010-dccb-dc45-7932-67e0ebea7b7c,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
0e18c647-8e39-a9bd-4dad-38dab531e1db,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f8e9ac1f-26bf-eafc-2b4f-2d0f83f4e2f2,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
9f80a6c6-38d2-2822-a6d9-bb47a1cf0724,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
05f668d5-7e9c-0362-6be1-9a4dfd2629c0,29/03/2021 00:21:40.164151808.0,30/03/2021 00:33:18.26437632.0
969dcbc6-c109-747e-c9f3-fb8d7c16d61c,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
d49cf832-efca-b727-3e8a-1c1b3d3f49c8,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
4404c2b5-7959-ad7a-fb44-e97caf973283,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
fede55a9-6174-fa6e-570b-de9187a60c52,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
209c3caa-b640-0bee-672f-4ec0404541c1,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
9bd4729f-c5ee-a85d-2e07-93274f686a01,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f2ea041c-7269-2978-0c31-366e5917884c,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
abb783e6-0ae2-bf8b-c756-705b88086e79,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
7eee9764-b25a-06e5-77bb-d06d9f3a7bef,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
e8abda43-5793-15cb-19ef-e49b46309b20,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
02ab027a-605e-eced-3c7d-909de24b2508,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ab411e1f-ffc6-5627-0d50-10beb45916bc,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
79f2841a-78ef-1208-abc5-56926e876951,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
7905ca78-cef5-6b84-9539-3f7395ba6632,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
87edc2e3-41fb-ae23-66a8-87856d051428,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f4ea4ef5-5fd1-7e9e-07e7-e3a19bc0e658,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
869fc453-00db-a8eb-757f-220f40e028ce,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
34e00523-a739-472c-1a46-a54bbe128775,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
e371cd3b-cc35-b14a-ca17-cd9b13d26e66,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
1587de09-b654-0287-3262-435511397886,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
3e639509-6e35-31bf-bcec-515c7361f6c4,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ffe82cbe-9b57-bfa5-318c-91ee6e6b1674,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
3db9c77c-2c05-ce09-9530-545b829a5feb,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
34f5740a-5076-8687-ddff-f5ada2892129,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
447a4109-4e31-63ea-f2f4-2ba31d9ced35,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
e05af884-2f9f-4659-ffdb-7432942a97ec,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
caad4558-fde6-bcd8-46b0-69e3e1572e57,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
8bd3af2a-a36a-3971-bd2f-f43798e326fc,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
22dcae46-9920-c280-25ce-24b7c6aea158,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
9b79223b-a9c6-237d-50be-da9c05cafd6d,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
4030c16a-738a-ee91-84e3-336d263af972,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
01316395-ce01-2f91-870d-c474ba711922,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
6c163bde-79b6-ee7d-3b4c-fff3cff21b22,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
3f91254d-aaad-479a-a12e-3dfdce3b725f,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
06675786-8dc4-fd40-9d7e-8a5cddc408f0,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
05bf23d5-5b34-854b-c83a-8cebfbfab4fe,29/03/2021 00:21:40.164151808.0,30/03/2021 00:33:18.26437632.0
1eb17381-623b-9561-bc19-5ae829f96cc5,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
92a1d428-de3a-fa1f-4334-8fefe22e10e8,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ea288a8e-4274-2ef9-6e33-94e60fc00f96,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
6dc940b9-d49b-6152-7812-26421c63f354,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
c4fdcb32-f62c-9546-5e39-07a35d45babf,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
9ea377fd-58a3-ad45-fba5-a34929c04216,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
11647751-4ee5-2eae-b6e8-45b0c5fe4097,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
701ce6cb-146e-20e8-b1b5-fcf2500ef25a,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
be93e966-c44a-d232-5cf3-1d37119744f4,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
a8cc64ed-40bc-7f59-4965-4a961a074d4e,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ce81707e-79a1-9a0d-221d-2da4b57ce53d,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
553185ae-e444-1282-c187-7f4a4c2d2bd3,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
20794a99-e6c1-ebc4-0682-7d5121809a17,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
0b905c84-02e0-f91d-41e3-9a5dedc4d24d,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
33153779-cce5-8878-4406-30669b75ba9c,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
e48edb7b-d866-58a4-d6b1-2ac1fdde6468,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
362b6600-4e02-e122-b37d-bc52f9fa8d6f,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
09fdcec9-9691-db70-f5dc-2c3e7c8a864b,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ae998f27-9627-7b71-1a09-30b1817f6745,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
1602443f-7629-f4a9-d908-c9889550ba2a,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
e153362a-50b9-afde-8ad9-1e426ef43d20,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
29142ab3-6a09-fda2-05f3-37a3cd9b39aa,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
4ee5eb9e-bd0c-3eef-c395-b1f214083f32,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
4400642c-564a-7fb4-aa91-db9ee8973faf,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
cf238f2b-8ba2-b44e-2df4-4ecbc5404115,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f7fda42e-89af-1887-d810-c5e1922dbc03,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
4f720c8f-5c52-5906-3ab3-e437f4288315,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
fab70445-375d-08a0-5053-ab29922a7da2,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
de7d569b-9482-4d1a-26d4-5de9e52a8bd4,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
5cdf2ec4-17cf-528c-e73a-2edb904a0e37,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ab728bad-1066-af78-3ff7-13b4d50fb410,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ab4f8740-3c25-e43e-54ee-2084d0c6c11b,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
f6fcafe5-a6d2-611d-b0f4-ead4f6013f0c,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
b0a96d3e-adf4-c016-3e22-9b189ffc70af,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
bcd93f4c-9b02-b9aa-ef1c-94f738ea395c,29/03/2021 00:21:09.441688064.0,30/03/2021 00:33:18.26437632.0
a8bb287c-b4a7-f5fd-1fb9-cdf1e5b3c23e,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
d678abe3-efe6-0e10-9ecf-4d91d4b1862c,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
b306ca8d-5465-61c7-c173-b3095098b4b7,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
275a5952-c8d2-ef4f-a674-79bcdfbc6c3a,29/03/2021 00:21:09.441688064.0,30/03/2021 00:33:18.26437632.0
a9fddf25-87b5-8ee4-be86-114ad78489ec,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
576827cc-d179-0b05-fa89-f45c3e54bdea,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ea1e4705-7b07-e6cf-fefb-08e51dfe6b82,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
03e289d3-f140-65ad-9e60-2ee594951ab3,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
6f246bb6-35f7-e5d6-7df6-3a53f2e9ec27,29/03/2021 00:21:09.441688064.0,30/03/2021 00:33:18.26437632.0
6b67d736-3a0d-d236-1bdf-e91dec976e3a,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
9692dee4-cd03-fef8-0d79-3d6ce1ab5170,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
2272c841-27a9-fe0a-e7e1-6efb4ca970b3,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
17d28102-8e80-d600-97d0-f8f93984149d,29/03/2021 00:21:40.164151808.0,30/03/2021 00:33:18.26437632.0
a3902e9e-4451-71a1-9185-fcec0d084456,29/03/2021 00:21:40.164151808.0,30/03/2021 00:33:18.26437632.0
2cbd9d5f-cc92-d986-aa8a-c19b6284bbdd,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
4c74674d-3eb2-c23c-4db2-610be9615634,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
505dd1d1-7b52-fdf5-d6b1-26372103395c,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
e4126352-772b-25bd-2ebe-c3c216ee80ea,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
2e412ce0-410d-50ba-38de-a5088bd9919a,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
4978321d-f21f-d585-7a31-3bc530c294e4,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ae392d1f-4cc7-a975-cd18-36b6a56fbcb8,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
b762774d-beae-872b-a366-2fab91e9e5a4,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
9ffbb8fd-33f0-1d90-1448-83f514f65c6c,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
67b7f769-a2a3-e2ba-9c3b-d22d28393903,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
11c8a631-820b-e02f-f8af-f5e4c81cafcc,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
caae976f-c994-02bf-285a-aa1fb00cec23,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
08ae24e3-7be8-72e0-1a06-b31490e2230b,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
24756fea-d6b6-a694-a5d8-3d9ef8a0b181,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
ade2c053-5daa-55f2-39eb-96c978cd4cbe,29/03/2021 00:21:09.441688064.0,30/03/2021 00:33:18.26437632.0
fbf38243-7fcd-3b1c-1580-9dbc6dfebce3,29/03/2021 01:57:32.260505600.0,30/03/2021 00:33:18.26437632.0
